key,nl,en,es,zh,status,source,notes
routeVoiceReports.playback.play,Opname afspelen,Play recording,Play recording,Play recording,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.playback.playAria,Opname afspelen voor rapport {number},Play recording for report {number},Play recording for report {number},Play recording for report {number},REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.preview.duration,Duur,Duration,Duration,Duration,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.preview.fileSize,Bestandsgrootte,File size,File size,File size,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.preview.fileSizeValue,{size} {unit},{size} {unit},{size} {unit},{size} {unit},REVIEW,routeVoiceReports,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
routeVoiceReports.preview.language,Taal,Language,Language,Language,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.preview.title,Opnamevoorbeeld,Recording preview,Recording preview,Recording preview,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.privacy.notice,Neem alleen informatie op die relevant is voor deze bezorgronde. Voeg geen onnodige patiënt- of persoonsgegevens toe.,Record only information relevant to this delivery route. Do not include unnecessary patient or personal information.,Record only information relevant to this delivery route. Do not include unnecessary patient or personal information.,Record only information relevant to this delivery route. Do not include unnecessary patient or personal information.,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.cancel,Opname annuleren,Cancel recording,Cancel recording,Cancel recording,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.maxDurationReached,Maximale duur bereikt,Maximum duration reached,Maximum duration reached,Maximum duration reached,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.microphoneUnavailable,Microfoon niet beschikbaar,Microphone unavailable,Microphone unavailable,Microphone unavailable,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.paused,Gepauzeerd,Paused,Paused,Paused,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.permissionDenied,Microfoontoestemming geweigerd,Microphone permission denied,Microphone permission denied,Microphone permission denied,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.recording,Opnemen,Recording,Recording,Recording,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.requestingPermission,Microfoontoegang vragen…,Requesting microphone access…,Requesting microphone access…,Requesting microphone access…,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.requiresInternet,Spraakrapporten vereisen een internetverbinding.,Voice reports require an internet connection.,Voice reports require an internet connection.,Voice reports require an internet connection.,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.resume,Hervatten,Resume,Resume,Resume,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.start,Opname starten,Start recording,Start recording,Start recording,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.stop,Opname stoppen,Stop recording,Stop recording,Stop recording,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.tooShort,Opname te kort,Recording too short,Recording too short,Recording too short,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.unsavedWillBeLost,Niet-opgeslagen opname gaat verloren bij vertrekken,Unsaved recording will be lost when leaving,Unsaved recording will be lost when leaving,Unsaved recording will be lost when leaving,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.recording.unsupportedBrowser,Browser ondersteunt geen audio-opname,Browser does not support audio recording,Browser does not support audio recording,Browser does not support audio recording,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.reportNumber,Rapport {number},Report {number},Report {number},Report {number},REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.audioStillAvailable,Originele opname blijft beschikbaar,Original recording remains available,Original recording remains available,Original recording remains available,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.completed,Transcriptie voltooid,Transcription completed,Transcription completed,Transcription completed,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.confidenceValue,Betrouwbaarheid: {value}%,Confidence: {value}%,Confidence: {value}%,Confidence: {value}%,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.detectedLanguage,Gedetecteerde taal,Detected language,Detected language,Detected language,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.failed,Transcriptie mislukt,Transcription failed,Transcription failed,Transcription failed,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.machineGenerated,Door machine gegenereerd transcript,Machine-generated transcript,Machine-generated transcript,Machine-generated transcript,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.noSpeech,Geen spraak herkend,No speech recognised,No speech recognised,No speech recognised,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.pending,In wachtrij,Queued,Queued,Queued,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.processing,Bezig met transcriberen…,Transcribing…,Transcribing…,Transcribing…,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.providerThrottled,Transcriptie tijdelijk beperkt,Transcription temporarily limited,Transcription temporarily limited,Transcription temporarily limited,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.providerTimeout,Transcriptie time-out,Transcription timed out,Transcription timed out,Transcription timed out,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.requestedLanguage,Gevraagde taal,Requested language,Requested language,Requested language,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.retry,Transcriptie opnieuw proberen,Retry transcription,Retry transcription,Retry transcription,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.retryAria,Transcriptie opnieuw proberen voor rapport {number},Retry transcription for report {number},Retry transcription for report {number},Retry transcription for report {number},REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.retrying,Transcriptie opnieuw starten,Retrying transcription,Retrying transcription,Retrying transcription,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.transcript,Transcript,Transcript,Transcript,Transcript,REVIEW,routeVoiceReports,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
routeVoiceReports.transcription.unavailable,Transcriptieservice niet beschikbaar,Transcription service unavailable,Transcription service unavailable,Transcription service unavailable,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.unavailableOffline,Rapporten zijn offline niet beschikbaar,Reports are unavailable offline,Reports are unavailable offline,Reports are unavailable offline,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.upload.discard,Opname verwerpen,Discard recording,Discard recording,Discard recording,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.upload.retry,Upload opnieuw proberen,Retry upload,Retry upload,Retry upload,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.upload.success,Rapport geüpload,Report uploaded,Report uploaded,Report uploaded,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.upload.upload,Rapport uploaden,Upload report,Upload report,Upload report,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.upload.uploading,Rapport uploaden,Uploading report,Uploading report,Uploading report,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.uploadedAt,Geüpload,Uploaded,Uploaded,Uploaded,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routeVoiceReports.voiceReport,Spraakrapport,Voice report,Voice report,Voice report,REVIEW,routeVoiceReports,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
settings.dailyDoseCap,Dagmaximum per vaccintype (dosissen),Daily maximum per vaccine type (doses),Daily maximum per vaccine type (doses),Daily maximum per vaccine type (doses),REVIEW,settings,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
settings.loadFailed,Instellingen laden mislukt,Failed to load settings,Failed to load settings,Failed to load settings,REVIEW,settings,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
settings.orderingClosingTime,Sluitingstijd bestellingen,Order closing time,Order closing time,Order closing time,REVIEW,settings,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
settings.timezone,Tijdzone,Timezone,Timezone,Timezone,REVIEW,settings,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
settings.timezone.note,De tijdzone is vastgelegd op Europe/Brussels voor deze fase.,The timezone is fixed to Europe/Brussels for this phase.,The timezone is fixed to Europe/Brussels for this phase.,The timezone is fixed to Europe/Brussels for this phase.,REVIEW,settings,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
settings.title,Applicatie-instellingen,Application settings,Application settings,Application settings,REVIEW,settings,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
settings.weeklyDoseCap,Weekmaximum (dosissen),Weekly maximum (doses),Weekly maximum (doses),Weekly maximum (doses),REVIEW,settings,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
settings.weeklyWarningPercentage,Wekelijkse waarschuwingsdrempel (%),Weekly warning threshold (%),Weekly warning threshold (%),Weekly warning threshold (%),REVIEW,settings,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.active,Actief,Active,Active,Active,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.available,Beschikbaar,Available,Available,Available,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.inactive,Inactief,Inactive,Inactive,Inactive,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.notification.unread,Ongelezen,Unread,Unread,Unread,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.operations.lowStock,Lage voorraad,Low stock,Low stock,Low stock,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.operations.newOrder,Nieuwe bestelling,New order,New order,New order,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.operations.orderStatusChanged,Bestelstatus gewijzigd,Order status changed,Order status changed,Order status changed,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.order.cancelled,Geannuleerd,Cancelled,Cancelled,Cancelled,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.order.delivered,Geleverd,Delivered,Delivered,Delivered,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.order.pending,In behandeling,In progress,In progress,In progress,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.order.planned,Gepland,Planned,Planned,Planned,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.role.admin,Administrator,Administrator,Administrator,Administrator,REVIEW,status,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
status.role.apotheker,Apotheker,Pharmacist,Pharmacist,Pharmacist,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.role.bezorger,Bezorger,Courier,Courier,Courier,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.route.assigned,Toegewezen,Assigned,Assigned,Assigned,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.route.cancelled,Geannuleerd,Cancelled,Cancelled,Cancelled,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.route.completed,Voltooid,Completed,Completed,Completed,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
status.route.inProgress,Bezig,In progress,In progress,In progress,REVIEW,status,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.order.placed,Bestelling geplaatst. Leverdatum: {date}.,Order placed. Delivery date: {date}.,Order placed. Delivery date: {date}.,Order placed. Delivery date: {date}.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.profile.apotheker.updated,Apotheekprofiel succesvol bijgewerkt.,Pharmacy profile updated successfully.,Pharmacy profile updated successfully.,Pharmacy profile updated successfully.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.profile.bezorger.updated,Bezorgerprofiel succesvol bijgewerkt.,Courier profile updated successfully.,Courier profile updated successfully.,Courier profile updated successfully.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.profile.updated,Profiel succesvol bijgewerkt.,Profile updated successfully.,Profile updated successfully.,Profile updated successfully.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.routes.generatedEmpty,Route gegenereerd zonder stops (geen kwalificerende bestellingen).,Route generated with no stops (no qualifying orders).,Route generated with no stops (no qualifying orders).,Route generated with no stops (no qualifying orders).,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.routes.generatedStops,Route gegenereerd met {count} stop | Route gegenereerd met {count} stops,Route generated with {count} stop | Route generated with {count} stops,Route generated with {count} stop | Route generated with {count} stops,Route generated with {count} stop | Route generated with {count} stops,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.routes.statusUpdated,Routestatus bijgewerkt naar {status}.,Route status updated to {status}.,Route status updated to {status}.,Route status updated to {status}.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.routes.template.activated,Routetemplate geactiveerd.,Route template activated.,Route template activated.,Route template activated.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.routes.template.activatedWithDeactivation,Routetemplate geactiveerd. De vorige actieve template voor deze bezorger is gedeactiveerd.,Route template activated. The previous active template for this courier was deactivated.,Route template activated. The previous active template for this courier was deactivated.,Route template activated. The previous active template for this courier was deactivated.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.routes.template.created,Routetemplate aangemaakt.,Route template created.,Route template created.,Route template created.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.routes.template.createdWithDeactivation,Routetemplate aangemaakt. De vorige actieve template voor deze bezorger is gedeactiveerd.,Route template created. The previous active template for this courier was deactivated.,Route template created. The previous active template for this courier was deactivated.,Route template created. The previous active template for this courier was deactivated.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.routes.template.deactivated,Routetemplate gedeactiveerd.,Route template deactivated.,Route template deactivated.,Route template deactivated.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.routes.template.updated,Routetemplate bijgewerkt.,Route template updated.,Route template updated.,Route template updated.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.routes.template.updatedWithDeactivation,Routetemplate bijgewerkt. De vorige actieve template voor deze bezorger is gedeactiveerd.,Route template updated. The previous active template for this courier was deactivated.,Route template updated. The previous active template for this courier was deactivated.,Route template updated. The previous active template for this courier was deactivated.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.settings.saved,Instellingen succesvol opgeslagen.,Settings saved successfully.,Settings saved successfully.,Settings saved successfully.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.stock.updated,Voorraad bijgewerkt: {before} → {after}.,Stock updated: {before} → {after}.,Stock updated: {before} → {after}.,Stock updated: {before} → {after}.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.vaccines.created,Vaccin aangemaakt.,Vaccine created.,Vaccine created.,Vaccine created.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
success.vaccines.updated,Vaccin bijgewerkt.,Vaccine updated.,Vaccine updated.,Vaccine updated.,REVIEW,success,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.availableStock,Beschikbare voorraad,Available stock,Available stock,Available stock,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.create,Nieuw vaccin,New vaccine,New vaccine,New vaccine,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.createTitle,Nieuw vaccin,New vaccine,New vaccine,New vaccine,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.editTitle,Vaccin bewerken,Edit vaccine,Edit vaccine,Edit vaccine,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.empty.description,Maak het eerste vaccin aan om de catalogus te starten.,Create the first vaccine to start the catalogue.,Create the first vaccine to start the catalogue.,Create the first vaccine to start the catalogue.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.empty.title,Geen vaccins,No vaccines,No vaccines,No vaccines,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.aiCaption,Bijschrift,Caption,Caption,Caption,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.aiConfidence,Betrouwbaarheid,Confidence,Confidence,Confidence,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.aiReason,Analyseredenering,Analysis reason,Analysis reason,Analysis reason,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.aiTags,Tags,Tags,Tags,Tags,REVIEW,vaccines,Untranslated or loanword clone (nl=en); human translation recommended
vaccines.image.alt,Afbeelding van {name},Image of {name},Image of {name},Image of {name},REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.confidenceValue,{value}%,{value}%,{value}%,{value}%,REVIEW,vaccines,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
vaccines.image.delete,Afbeelding verwijderen,Delete image,Delete image,Delete image,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.delete.success,Afbeelding verwijderd.,Image deleted.,Image deleted.,Image deleted.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.deleteConfirmMessage,Dit verwijdert de afbeelding uit de catalogus. U kunt later een nieuwe uploaden.,This removes the image from the catalogue. You can upload a new one later.,This removes the image from the catalogue. You can upload a new one later.,This removes the image from the catalogue. You can upload a new one later.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.deleteConfirmTitle,Vaccinatie-afbeelding verwijderen?,Delete vaccine image?,Delete vaccine image?,Delete vaccine image?,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.explanation.accepted,Azure vond sterke aanwijzingen dat dit een afbeelding van een vaccin of farmaceutisch product is.,Azure found strong evidence that this is a vaccine or pharmaceutical product image.,Azure found strong evidence that this is a vaccine or pharmaceutical product image.,Azure found strong evidence that this is a vaccine or pharmaceutical product image.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.explanation.analysisFailed,De afbeelding kon niet worden geanalyseerd. Een beheerder kan het opnieuw proberen of handmatig beoordelen.,The image could not be analysed. An administrator may retry or review it.,The image could not be analysed. An administrator may retry or review it.,The image could not be analysed. An administrator may retry or review it.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.explanation.pendingAnalysis,De afbeelding wacht op analyse.,The image is waiting for analysis.,The image is waiting for analysis.,The image is waiting for analysis.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.explanation.rejected,De afbeelding bevatte onvoldoende aanwijzingen voor een vaccin of farmaceutisch product.,The image did not contain sufficient vaccine or pharmaceutical evidence.,The image did not contain sufficient vaccine or pharmaceutical evidence.,The image did not contain sufficient vaccine or pharmaceutical evidence.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.explanation.reviewRequired,"De afbeelding lijkt medisch relevant, maar het systeem kon niet met zekerheid bevestigen dat het een vaccin voorstelt.","The image appears medically relevant, but the system could not confidently confirm that it represents a vaccine.","The image appears medically relevant, but the system could not confidently confirm that it represents a vaccine.","The image appears medically relevant, but the system could not confidently confirm that it represents a vaccine.",REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.loading,Vaccinatie-afbeelding laden,Loading vaccine image,Loading vaccine image,Loading vaccine image,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.none,Nog geen afbeelding geüpload.,No image uploaded yet.,No image uploaded yet.,No image uploaded yet.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.override,Beslissing overschrijven,Override decision,Override decision,Override decision,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.override.accept,Afbeelding accepteren,Accept image,Accept image,Accept image,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.override.reject,Afbeelding afwijzen,Reject image,Reject image,Reject image,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.override.success,Overschrijving opgeslagen: {status},Override saved: {status},Override saved: {status},Override saved: {status},REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.overrideConfirmMessage,Dit vervangt het geautomatiseerde validatieresultaat door uw beslissing.,This replaces the automated validation result with your decision.,This replaces the automated validation result with your decision.,This replaces the automated validation result with your decision.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.overrideConfirmTitle,Overschrijving bevestigen?,Confirm override?,Confirm override?,Confirm override?,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.overrideDecision,Beslissing,Decision,Decision,Decision,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.overrideDecisionPlaceholder,Kies een beslissing,Choose a decision,Choose a decision,Choose a decision,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.overrideReason,Reden,Reason,Reason,Reason,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.overrideReasonCount,{count} / {max} tekens,{count} / {max} characters,{count} / {max} characters,{count} / {max} characters,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.overrideTitle,Afbeeldingsvalidatie overschrijven,Override image validation,Override image validation,Override image validation,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.placeholder,Geen vaccinatie-afbeelding beschikbaar,No vaccine image available,No vaccine image available,No vaccine image available,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.postCreateHint,Het vaccin is aangemaakt. U kunt nu een afbeelding uploaden of deze stap overslaan.,The vaccine was created. You can upload an image now or skip this step.,The vaccine was created. You can upload an image now or skip this step.,The vaccine was created. You can upload an image now or skip this step.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.postCreateTitle,Vaccinatie-afbeelding toevoegen (optioneel),Add a vaccine image (optional),Add a vaccine image (optional),Add a vaccine image (optional),REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.preview,Voorbeeld van afbeelding,Image preview,Image preview,Image preview,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.previewAlt,Voorbeeld van geselecteerde afbeelding,Selected image preview,Selected image preview,Selected image preview,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.replace,Afbeelding vervangen,Replace image,Replace image,Replace image,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.replaceHint,De huidige afbeelding blijft actief tot de nieuwe upload slaagt.,The current image stays active until the new upload succeeds.,The current image stays active until the new upload succeeds.,The current image stays active until the new upload succeeds.,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.reviewIndicator,Review,Review,Review,Review,REVIEW,vaccines,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
vaccines.image.sectionTitle,Vaccinatie-afbeelding,Vaccine image,Vaccine image,Vaccine image,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.select,Afbeelding selecteren,Select image,Select image,Select image,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.skip,Nu overslaan,Skip for now,Skip for now,Skip for now,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.status.accepted,Geaccepteerd,Accepted,Accepted,Accepted,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.status.analysisFailed,Analyse mislukt,Analysis failed,Analysis failed,Analysis failed,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.status.pendingAnalysis,Analyse in behandeling,Pending analysis,Pending analysis,Pending analysis,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.status.rejected,Afgewezen,Rejected,Rejected,Rejected,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.status.reviewRequired,Handmatige review aanbevolen,Manual review recommended,Manual review recommended,Manual review recommended,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.statusLabel,Afbeeldingsstatus,Image status,Image status,Image status,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.submitUpload,Uploaden en analyseren,Upload and analyse,Upload and analyse,Upload and analyse,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.upload,Afbeelding uploaden,Upload image,Upload image,Upload image,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
vaccines.image.upload.accepted,Afbeelding geaccepteerd,Image accepted,Image accepted,Image accepted,REVIEW,vaccines,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
